Formula,FW,DSSTox_CID,SR-HSE,ID,ROMol,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SMILES
C9H6N2O3,190.1555,26284,1,NCGC00160664-03,<rdkit.Chem.rdchem.Mol object at 0x126858eb0>,,,,,,,,,,,,O=[N+]([O-])c1ccc(O)c2ncccc12
C18H16Cl3N3O4,444.6963 (63.0128+381.6835),5226,1,NCGC00018258-10,<rdkit.Chem.rdchem.Mol object at 0x126858f20>,,,,,,,,,,,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
C20H28O,284.4357,1478,,NCGC00179676-03,<rdkit.Chem.rdchem.Mol object at 0x126858f90>,,1,,,,,,,,,,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
C21H46NO4P,407.5680,25942,0,NCGC00095169-05,<rdkit.Chem.rdchem.Mol object at 0x126859000>,,,,,,,,,,,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
C20H17Cl3N2O2,423.7202,31607,1,NCGC00249921-01,<rdkit.Chem.rdchem.Mol object at 0x126859070>,,,,,,,,,,,,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1
C23H31NO3,369.4971,26922,,NCGC00344561-01,<rdkit.Chem.rdchem.Mol object at 0x1268590e0>,,0,,,,,,,,,,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
C22H26ClN7O2S,488.0055,20979,0,NCGC00181129-06,<rdkit.Chem.rdchem.Mol object at 0x126859150>,,,,,,,,,,,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
C25H34N2O3,410.5491,25958,0,NCGC00095196-06,<rdkit.Chem.rdchem.Mol object at 0x1268591c0>,,,,,,,,,,,,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
C20H25NOS,327.4836,3660,,NCGC00159449-04,<rdkit.Chem.rdchem.Mol object at 0x126859230>,,0,,,,,,,,,,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
C22H25ClN2O8,480.8955 (444.4346+36.4609),25405,0,NCGC00161602-06,<rdkit.Chem.rdchem.Mol object at 0x1268592a0>,,,,,,,,,,,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl
C22H25ClN2O8,480.8955 (36.4609+444.4346),1321,0,NCGC00017323-08,<rdkit.Chem.rdchem.Mol object at 0x126859310>,,,,,,,,,,,,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
C7H7ClF3NS,229.6504 (193.1894+36.4609),31681,1,NCGC00262926-01,<rdkit.Chem.rdchem.Mol object at 0x126859380>,,,,,,,,,,,,Cl.Nc1cc(C(F)(F)F)ccc1S
C22H28ClN3O4,433.9284 (397.4675+36.4609),25324,0,NCGC00166142-04,<rdkit.Chem.rdchem.Mol object at 0x1268593f0>,,,,,,,,,,,,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
C24H29ClN2O5,460.9505 (424.4895+36.4609),25922,1,NCGC00165740-05,<rdkit.Chem.rdchem.Mol object at 0x126859460>,,,,,,,,,,,,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
C13H6Cl6O2,406.9035,690,1,NCGC00091195-08,<rdkit.Chem.rdchem.Mol object at 0x1268594d0>,,,,,,,,,,,,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
C19H11Cl2I2NO3,626.0105,26227,1,NCGC00160556-02,<rdkit.Chem.rdchem.Mol object at 0x126859540>,,,,,,,,,,,,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
C12H7Cl3O2,289.5418,12498,1,NCGC00159417-05,<rdkit.Chem.rdchem.Mol object at 0x1268595b0>,,,,,,,,,,,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
C13H9Cl3N2O,315.5824,6214,0,NCGC00164034-05,<rdkit.Chem.rdchem.Mol object at 0x126859620>,,,,,,,,,,,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
C23H31Cl2NO3,440.4031,26458,0,NCGC00164581-02,<rdkit.Chem.rdchem.Mol object at 0x126859690>,,,,,,,,,,,,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
C18H19ClN4,326.8233,2855,0,NCGC00015254-20,<rdkit.Chem.rdchem.Mol object at 0x126859700>,,,,,,,,,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
C18H23NO,269.3813,25663,0,NCGC00024778-02,<rdkit.Chem.rdchem.Mol object at 0x126859770>,,,,,,,,,,,,CNCCCCOc1ccccc1Cc1ccccc1
C29H40N2O4,480.6389,2980,0,NCGC00024379-16,<rdkit.Chem.rdchem.Mol object at 0x1268597e0>,,,,,,,,,,,,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
C15H18N4O5,334.3272,898,0,NCGC00163468-05,<rdkit.Chem.rdchem.Mol object at 0x126859850>,,,,,,,,,,,,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
C20H22N8O5,454.4393,822,0,NCGC00025060-15,<rdkit.Chem.rdchem.Mol object at 0x1268598c0>,,,,,,,,,,,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
C53H66N4O20,1079.1059 (778.9323+150.0868+150.0868),27802,0,NCGC00263568-01,<rdkit.Chem.rdchem.Mol object at 0x126859930>,,,,,,,,,,,,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
C17H20O6,320.3371,21070,0,NCGC00016786-15,<rdkit.Chem.rdchem.Mol object at 0x1268599a0>,,,,,,,,,,,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
C17H17ClO6,352.7663,674,0,NCGC00091120-13,<rdkit.Chem.rdchem.Mol object at 0x126859a10>,,,,,,,,,,,,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
C15H23NO4,281.3474,4882,0,NCGC00169964-05,<rdkit.Chem.rdchem.Mol object at 0x126859a80>,,,,,,,,,,,,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
C21H21ClN4OS,412.9356,3753,,NCGC00263539-01,<rdkit.Chem.rdchem.Mol object at 0x126859af0>,,0,,,,,,,,,,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
C27H30N4O,426.5533,25181,0,NCGC00015774-06,<rdkit.Chem.rdchem.Mol object at 0x126859b60>,,,,,,,,,,,,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
C24H28N2O3,392.4907,25176,0,NCGC00015718-12,<rdkit.Chem.rdchem.Mol object at 0x126859bd0>,,,,,,,,,,,,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
C10H7Br2NO,316.9767,26235,1,NCGC00160566-02,<rdkit.Chem.rdchem.Mol object at 0x126859c40>,,,,,,,,,,,,Cc1ccc2c(Br)cc(Br)c(O)c2n1
C12H6Cl4O3S,372.0512,26225,1,NCGC00160554-02,<rdkit.Chem.rdchem.Mol object at 0x126859cb0>,,,,,,,,,,,,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
C26H29NO2,387.5140,2384,,NCGC00258497-01,<rdkit.Chem.rdchem.Mol object at 0x126859d20>,0,,1,,,,,,,,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
C66H68CaF2N4O10,1155.3417 (557.6324+557.6324+40.0769),24303,0,NCGC00159458-05,<rdkit.Chem.rdchem.Mol object at 0x126859d90>,,,,,,,,,,,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
C15H9BrO2,301.1348,26244,0,NCGC00160590-03,<rdkit.Chem.rdchem.Mol object at 0x126859e00>,,,,,,,,,,,,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
C24H34O4,386.5244,5527,0,NCGC00263480-01,<rdkit.Chem.rdchem.Mol object at 0x126859e70>,,,,,,,,,,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C21H32O2,316.4776,16541,0,NCGC00163125-06,<rdkit.Chem.rdchem.Mol object at 0x126859ee0>,,,,,,,,,,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C20H25N3O,323.4320,7522,0,NCGC00164139-03,<rdkit.Chem.rdchem.Mol object at 0x126859f50>,,,,,,,,,,,,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
C25H38O5,418.5662,3581,,NCGC00017324-07,<rdkit.Chem.rdchem.Mol object at 0x126859fc0>,,1,,,,,,,,,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
C37H48N6O5S2,720.9442,28553,0,NCGC00159462-04,<rdkit.Chem.rdchem.Mol object at 0x12685a030>,,,,,,,,,,,,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
C16H16N2O3S,316.3748,28576,0,NCGC00182059-03,<rdkit.Chem.rdchem.Mol object at 0x12685a0a0>,,,,,,,,,,,,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
C24H34N2O,366.5396,2663,0,NCGC00015155-11,<rdkit.Chem.rdchem.Mol object at 0x12685a110>,,,,,,,,,,,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
C23H30O3,354.4825,3036,1,NCGC00167500-02,<rdkit.Chem.rdchem.Mol object at 0x12685a180>,,,,,,,,,,,,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
C24H27NO2,361.4767,5299,0,NCGC00091585-05,<rdkit.Chem.rdchem.Mol object at 0x12685a1f0>,,,,,,,,,,,,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
C21H23Cl2N3O,404.3328,28972,0,NCGC00182850-02,<rdkit.Chem.rdchem.Mol object at 0x12685a260>,,,,,,,,,,,,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
C17H20ClN,273.8004 (237.3395+36.4609),31411,0,NCGC00262942-01,<rdkit.Chem.rdchem.Mol object at 0x12685a2d0>,,,,,,,,,,,,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl
C20H25Cl2NO,366.3246 (329.8637+36.4609),25413,0,NCGC00178069-05,<rdkit.Chem.rdchem.Mol object at 0x12685a340>,,,,,,,,,,,,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
C21H21Cl2NO5,438.3011 (401.8402+36.4609),28887,0,NCGC00250401-02,<rdkit.Chem.rdchem.Mol object at 0x12685a3b0>,,,,,,,,,,,,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl
C19H24ClNO3,349.8518 (313.3908+36.4609),28558,,NCGC00182060-03,<rdkit.Chem.rdchem.Mol object at 0x12685a420>,,1,,,,,,,,,,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl
C19H21ClF3NO2,387.8237 (36.4609+351.3628),25854,,NCGC00178369-05,<rdkit.Chem.rdchem.Mol object at 0x12685a490>,,0,,,,,,,,,,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl
C22H30Cl2N10,505.4466,13314,0,NCGC00016246-09,<rdkit.Chem.rdchem.Mol object at 0x12685a500>,,,,,,,,,,,,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
C21H23NO,305.4134,31416,0,NCGC00253658-01,<rdkit.Chem.rdchem.Mol object at 0x12685a570>,,,,,,,,,,,,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
C19H29N3O2,331.4525,26385,0,NCGC00164483-03,<rdkit.Chem.rdchem.Mol object at 0x12685a5e0>,,,,,,,,,,,,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12
C22H26N2O2,350.4540,26137,0,NCGC00160412-04,<rdkit.Chem.rdchem.Mol object at 0x12685a650>,,,,,,,,,,,,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
C22H22O8,414.4053,25645,0,NCGC00022001-13,<rdkit.Chem.rdchem.Mol object at 0x12685a6c0>,,,,,,,,,,,,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
C33H40N2O9,608.6787,1237,0,NCGC00091250-12,<rdkit.Chem.rdchem.Mol object at 0x12685a730>,,,,,,,,,,,,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
C32H37NO13,643.6351,31408,0,NCGC00319019-01,<rdkit.Chem.rdchem.Mol object at 0x12685a7a0>,,,,,,,,,,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1
C30H35N7O4S,589.7084 (493.6027+96.1057),20502,0,NCGC00159456-11,<rdkit.Chem.rdchem.Mol object at 0x12685a810>,,,,,,,,,,,,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
C24H29N5O8S,547.5808 (451.4751+96.1057),25598,0,NCGC00018158-09,<rdkit.Chem.rdchem.Mol object at 0x12685a880>,,,,,,,,,,,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
C12H4Cl2F6N4OS,437.1478,14609,0,NCGC00094574-15,<rdkit.Chem.rdchem.Mol object at 0x12685a8f0>,,,,,,,,,,,,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
C21H24FN3O2S,401.4976,31637,0,NCGC00262950-01,<rdkit.Chem.rdchem.Mol object at 0x12685a960>,,,,,,,,,,,,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2
C17H12I2O3,518.0843,26134,1,NCGC00160408-03,<rdkit.Chem.rdchem.Mol object at 0x12685a9d0>,,,,,,,,,,,,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
C11H12I3NO2,570.9319,3159,0,NCGC00095082-06,<rdkit.Chem.rdchem.Mol object at 0x12685aa40>,,,,,,,,,,,,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
C17H14F3N3O2S,381.3722,2777,0,NCGC00091455-09,<rdkit.Chem.rdchem.Mol object at 0x12685aab0>,,,,,,,,,,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
C23H32N4O4,428.5246,31391,0,NCGC00319023-02,<rdkit.Chem.rdchem.Mol object at 0x12685ab20>,,,,,,,,,,,,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
C21H23NO3,337.4122,26285,,NCGC00160665-02,<rdkit.Chem.rdchem.Mol object at 0x12685ab90>,,1,,,,,,,,,,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2
C20H38N4O4,398.5401,31417,,NCGC00249916-01,<rdkit.Chem.rdchem.Mol object at 0x12685ac00>,,0,,,,,,,,,,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
C13H11N3O2,241.2453,26272,,NCGC00160648-02,<rdkit.Chem.rdchem.Mol object at 0x12685ac70>,,0,,,,,,,,,,O=C(N/N=C/c1ccccc1O)c1ccncc1
C14H20N2O3,264.3202,21133,0,NCGC00168085-05,<rdkit.Chem.rdchem.Mol object at 0x12685ace0>,,,,,,,,,,,,O=C(CCCCCCC(=O)Nc1ccccc1)NO
C13H13N3O,227.2618,26114,0,NCGC00160373-02,<rdkit.Chem.rdchem.Mol object at 0x12685ad50>,,,,,,,,,,,,Nc1ccc(C(=O)Nc2ccccc2N)cc1
C40H50N4O6S2,746.9782 (298.4457+298.4457+150.0868),25560,0,NCGC00178737-05,<rdkit.Chem.rdchem.Mol object at 0x12685adc0>,,,,,,,,,,,,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
C21H15N3O4,373.3615,28522,0,NCGC00263572-01,<rdkit.Chem.rdchem.Mol object at 0x12685ae30>,,,,,,,,,,,,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
C14H23N3O10,393.3465,3434,0,NCGC00015360-08,<rdkit.Chem.rdchem.Mol object at 0x12685aea0>,,,,,,,,,,,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
C12H15N3O2S,265.3314,2563,1,NCGC00016876-12,<rdkit.Chem.rdchem.Mol object at 0x12685af10>,,,,,,,,,,,,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
C25H29N3O2,403.5167,22584,0,NCGC00017257-14,<rdkit.Chem.rdchem.Mol object at 0x12685af80>,,,,,,,,,,,,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
C19H22N2O,294.3908,25119,0,NCGC00262533-02,<rdkit.Chem.rdchem.Mol object at 0x12685aff0>,,,,,,,,,,,,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
C24H30O3,366.4932,26465,0,NCGC00164590-02,<rdkit.Chem.rdchem.Mol object at 0x12685b060>,,,,,,,,,,,,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
C26H28N4O2,428.5261,26091,0,NCGC00159544-03,<rdkit.Chem.rdchem.Mol object at 0x12685b0d0>,,,,,,,,,,,,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21
C10H12O4,196.1999,21752,0,NCGC00025212-08,<rdkit.Chem.rdchem.Mol object at 0x12685b140>,,,,,,,,,,,,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
C21H26O2,310.4299,26478,0,NCGC00263565-01,<rdkit.Chem.rdchem.Mol object at 0x12685b1b0>,,,,,,,,,,,,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
C14H16Cl2N2O5S,395.2582 (297.1798+98.0785),14662,1,NCGC00163778-09,<rdkit.Chem.rdchem.Mol object at 0x12685b220>,,,,,,,,,,,,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O
C46H60N4O13S,909.0526 (810.9741+98.0785),27831,0,NCGC00263548-01,<rdkit.Chem.rdchem.Mol object at 0x12685b290>,,,,,,,,,,,,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
C13H8F2O3,250.1976,2932,0,NCGC00016765-09,<rdkit.Chem.rdchem.Mol object at 0x12685b300>,,,,,,,,,,,,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
C22H16O8,408.3576,31560,0,NCGC00253742-01,<rdkit.Chem.rdchem.Mol object at 0x12685b370>,,,,,,,,,,,,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
C16H16N6O,308.3378,28611,0,NCGC00188346-02,<rdkit.Chem.rdchem.Mol object at 0x12685b3e0>,,,,,,,,,,,,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
C13H11ClO,218.6788,154,0,NCGC00091532-06,<rdkit.Chem.rdchem.Mol object at 0x12685b450>,,,,,,,,,,,,Oc1ccc(Cl)cc1Cc1ccccc1
C26H33FNNaO5,481.5321 (22.9892+458.5429),26488,0,NCGC00164625-04,<rdkit.Chem.rdchem.Mol object at 0x12685b4c0>,,,,,,,,,,,,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
C6H3Br3O,330.7994,1959,0,NCGC00091183-04,<rdkit.Chem.rdchem.Mol object at 0x12685b530>,,,,,,,,,,,,Oc1c(Br)cc(Br)cc1Br
C17H20BrNO,334.2508,2688,0,NCGC00249891-01,<rdkit.Chem.rdchem.Mol object at 0x12685b5a0>,,,,,,,,,,,,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
C23H26O3,350.4507,12688,0,NCGC00094561-06,<rdkit.Chem.rdchem.Mol object at 0x12685b610>,,,,,,,,,,,,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
C22H32O3,344.4877,16508,0,NCGC00023064-05,<rdkit.Chem.rdchem.Mol object at 0x12685b680>,,,,,,,,,,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C27H29NO10,527.5199,2883,0,NCGC00024246-15,<rdkit.Chem.rdchem.Mol object at 0x12685b6f0>,,,,,,,,,,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
C23H24O4,364.4343,2866,,NCGC00165767-04,<rdkit.Chem.rdchem.Mol object at 0x12685b760>,,1,,,,,,,,,,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
C25H31NO6,441.5167,378,0,NCGC00263521-01,<rdkit.Chem.rdchem.Mol object at 0x12685b7d0>,,,,,,,,,,,,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
C21H25N,291.4299,3640,0,NCGC00159346-04,<rdkit.Chem.rdchem.Mol object at 0x12685b840>,,,,,,,,,,,,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
C8H19N,129.2432,26535,0,NCGC00166086-03,<rdkit.Chem.rdchem.Mol object at 0x12685b8b0>,,,,,,,,,,,,CC(C)CCCC(C)N
C18H16O3,280.3178,20679,0,NCGC00018139-07,<rdkit.Chem.rdchem.Mol object at 0x12685b920>,,,,,,,,,,,,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
C24H31N3O,377.5224,25435,0,NCGC00179385-03,<rdkit.Chem.rdchem.Mol object at 0x12685b990>,,,,,,,,,,,,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
C18H22ClNO,303.8264,3458,,NCGC00015121-17,<rdkit.Chem.rdchem.Mol object at 0x12685ba00>,,1,,,,,,,,,,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
C21H26N2O7,418.4403,3370,0,NCGC00015714-16,<rdkit.Chem.rdchem.Mol object at 0x12685ba70>,,,,,,,,,,,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
C20H24N2O6,388.4144,3371,0,NCGC00164633-02,<rdkit.Chem.rdchem.Mol object at 0x12685bae0>,,,,,,,,,,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
C18H19Cl2NO4,384.2538,3042,,NCGC00015455-10,<rdkit.Chem.rdchem.Mol object at 0x12685bb50>,,1,,,,,,,,,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
C24H34N4O5S,490.6156,20675,0,NCGC00016960-07,<rdkit.Chem.rdchem.Mol object at 0x12685bbc0>,,,,,,,,,,,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
C19H17NOS,307.4094,22477,0,NCGC00016610-07,<rdkit.Chem.rdchem.Mol object at 0x12685bc30>,,,,,,,,,,,,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
C20H22ClN3,339.8618,31471,0,NCGC00253726-01,<rdkit.Chem.rdchem.Mol object at 0x12685bca0>,,,,,,,,,,,,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1
C11H13N3O3S,267.3042,1292,0,NCGC00016384-15,<rdkit.Chem.rdchem.Mol object at 0x12685bd10>,,,,,,,,,,,,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
C16H19FN2O3S,338.3971,31460,0,NCGC00249925-01,<rdkit.Chem.rdchem.Mol object at 0x12685bd80>,,,,,,,,,,,,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
C21H27NO3,341.4440,25184,0,NCGC00015819-15,<rdkit.Chem.rdchem.Mol object at 0x12685bdf0>,,,,,,,,,,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
C28H39N3O2,449.6282,25662,0,NCGC00024777-04,<rdkit.Chem.rdchem.Mol object at 0x12685be60>,,,,,,,,,,,,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C
